,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,degree_centrality_avg,D_len,D_number,H_len,H_number,EH_number,EH_len,edge_density_km,edge_length_avg,edge_length_total,entropy,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersection_count,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,city1
73,DEU_Kassel,Germany,DE513,1403.91,2.798540568,0.038100567,1.077695887,0.049674253,0.000521159,0.000319117,0.635951864,0.453511017,1.413709846,1.070765235,0.370459347,0.48911004,4172.48265,151.7601523,5857790,0.015858241,3473,0.223286614,10318,0.663366337,1575,0.101260126,12081,8.605252473,4.963224894,38599,15554,11.07905777,0.00029755,9.68E-06,0.003134796,2224.38653,151.2856552,3122838.494,20642,2.652050919,Kassel
74,DEU_Solingen,Germany,DE516,89.6664,2.746777843,0.04310072,1.076424537,0.030844156,0.00089523,0.001376365,0.5175451,0.527073516,1.160254594,1.169437175,0.443126855,0.439647362,11252.22172,127.7632283,1008946,0.010260275,1026,0.30283353,2048,0.604486423,270,0.079693034,2362,26.34208578,4.661747344,7897,3388,37.78449899,0.001128928,4.44E-05,0.006711409,5931.910359,127.3080534,531893.047,4178,2.465761511,Solingen
75,DEU_Osnabruck,Germany,DE517,2252.44,2.850784671,0.031827446,1.065714027,0.047205965,0.000915071,0.000219609,0.713084355,0.629107674,1.499310343,1.384597107,0.462189869,0.500482088,5841.41762,225.2099807,13157442,0.019219028,5218,0.226210604,15529,0.673212815,2116,0.091732778,17849,7.924295431,5.065504834,58423,23067,10.24089432,0.000152534,6.52E-06,0.006401588,3011.282126,222.7498297,6782732.313,30450,2.634456149,Osnabruck
76,DEU_Oldenburg (Oldenburg),Germany,DE520,1906.59,2.784723188,0.034355315,1.063816786,0.043217818,0.000464334,0.000287528,0.703468368,0.634234045,1.525132875,1.395400873,0.48277557,0.527659762,5047.290581,224.8075912,9623113,0.004891911,4180,0.242234585,11596,0.671998146,1185,0.068671766,13076,6.85831773,4.961288827,42806,17256,9.050713578,0.000206961,8.73E-06,0.016259403,2645.126103,224.8705122,5043170.977,22427,2.567976356,Oldenburg (Oldenburg)
77,DEU_Heidelberg,Germany,DE522,1174.98,2.746056833,0.046169034,1.077161553,0.053560549,0.000268538,0.000215626,0.636397462,0.498248559,1.483883361,1.182997357,0.394894219,0.495332435,5970.930149,126.8367925,7015723,0.01619438,4861,0.214604212,15175,0.669948347,2234,0.098626992,17790,15.14068325,4.883934484,55313,22651,19.27777494,0.000189379,6.65E-06,0.00338076,3233.326716,126.0984541,3799094.225,30128,2.657895899,Heidelberg
78,DEU_Paderborn,Germany,DE523,1251.61,2.787765957,0.042348498,1.065068899,0.046037413,0.000657645,0.000345698,0.766839142,0.662876276,1.680226885,1.457679339,0.495061826,0.570644152,4951.234717,182.7758408,6197014,0.019294052,3695,0.263815508,9059,0.646794231,1099,0.078466372,10311,8.238189212,4.841496501,33905,14006,11.19038678,0.000297067,1.07E-05,0.005633387,2570.165398,180.3063009,3216844.714,17841,2.541410824,Paderborn
79,DEU_Wurzburg,Germany,DE524,3068.38,2.805518552,0.041241977,1.078244572,0.045692837,0.000415108,0.000204775,0.729330344,0.532779519,1.622184661,1.257558093,0.419783204,0.541498543,3325.40159,172.7051968,10203595,0.016484409,5946,0.247523104,15862,0.660311381,1769,0.073640829,18076,5.891056518,4.918907668,59081,24022,7.828886904,0.000182114,6.27E-06,0.004265331,1742.133912,173.3535106,5345528.854,30836,2.563316959,Wurzburg
80,DEU_Bremerhaven,Germany,DE527,2143.28,2.82749067,0.030214441,1.071074717,0.05724735,0.00088249,0.000448967,0.742283228,0.612149894,1.586066128,1.377951916,0.496991099,0.572052434,3171.10076,242.8989971,6796556,0.024159308,2567,0.229914913,7372,0.660277653,1028,0.092073444,8598,4.011608376,5.012270488,27981,11165,5.209305364,0.000379272,1.35E-05,0.005789643,1648.778249,240.7544247,3533793.446,14678,2.620331393,Bremerhaven
81,DEU_Heilbronn,Germany,DE529,1203.84,2.780818953,0.046516393,1.093420221,0.047946922,0.000390177,0.000282335,0.635586479,0.414330156,1.381709821,0.973072675,0.336660041,0.478038791,5075.344988,140.3865473,6109903,0.024253721,3943,0.224557207,12014,0.684207529,1366,0.077794863,13616,11.31047315,4.957229911,43522,17559,14.58582536,0.000250919,8.57E-06,0.008983962,2675.566672,139.3327068,3220954.182,23117,2.617176377,Heilbronn
82,DEU_Remscheid,Germany,DE530,74.5429,2.618640255,0.045634102,1.097439551,0.051298796,0.001285311,0.002014065,0.606693361,0.589124079,1.377204228,1.373048793,0.520280017,0.521854608,9743.402041,136.7541789,726301,0.005940094,543,0.236395298,1504,0.654767088,194,0.084457989,1754,23.53007463,4.624292556,5311,2297,30.81447059,0.001574454,6.57E-05,0.006590096,5297.817042,132.5216933,394914.646,2980,2.59991293,Remscheid
83,DEU_Ulm,Germany,DE532,1997.53,2.765120695,0.048637491,1.076493011,0.052407351,0.000274593,0.000214349,0.714411637,0.517870832,1.586649477,1.211727796,0.427686746,0.560017649,4267.974923,151.5762814,8525407,0.045629486,5286,0.230739011,15618,0.681740801,1542,0.067309791,17623,8.822395659,4.910297263,56245,22909,11.4686638,0.000199762,6.57E-06,0.006293893,2245.10993,150.7706989,4484674.439,29745,2.587192806,Ulm
84,DEU_Pforzheim,Germany,DE533,674.612,2.798230088,0.044917238,1.081158158,0.053999157,0.000399555,0.000416236,0.605584231,0.412907436,1.318645572,0.955341267,0.337193551,0.46542403,5682.548291,130.8545627,3833515,0.017676348,2712,0.228571429,7986,0.673072061,1027,0.086557101,9153,13.56779897,4.93822166,29296,11865,17.58788756,0.000353132,1.27E-05,0.004437466,2961.170571,128.0785536,1997641.201,15597,2.623261694,Pforzheim
85,DEU_Ingolstadt,Germany,DE534,2851.57,2.804630849,0.038066761,1.080602815,0.061084142,0.000529645,0.000208217,0.741476003,0.541110726,1.576005833,1.217331913,0.421167938,0.545260598,3948.632173,183.0475029,11259801,0.020629521,5204,0.214085898,17294,0.71145302,1609,0.0661922,19104,6.699467311,5.061132138,61513,24308,8.524426895,0.000206795,6.18E-06,0.009542698,2034.572496,180.0883379,5801725.893,32216,2.633207175,Ingolstadt
86,DEU_Gera,Germany,DE535,998.93,2.764197139,0.035534732,1.083983803,0.060919248,0.00070152,0.000614025,0.716109957,0.547506787,1.52767137,1.225853804,0.452670266,0.564122249,3677.947347,192.9425451,3674011,0.013012908,2057,0.261173184,5157,0.654773997,563,0.071482986,5819,5.825232999,4.835449467,19042,7876,7.884436347,0.000549801,1.91E-05,0.009767882,1912.747984,190.0628016,1910701.344,10053,2.541137633,Gera
87,DEU_Reutlingen,Germany,DE537,1096.13,2.827482058,0.03928794,1.1070398,0.051571232,0.000499168,0.000462434,0.636187335,0.391690403,1.3620962,0.929568161,0.374085747,0.548147835,3874.436942,154.1855419,4246886,0.010268005,2349,0.215208429,7544,0.691158956,946,0.086669721,8566,7.814766497,5.046999542,27544,10915,9.957760485,0.000430708,1.38E-05,0.003703166,2000.673885,151.4188128,2192998.666,14483,2.65295465,Reutlingen
88,DEU_Cottbus,Germany,DE539,1820.99,2.852222763,0.02901772,1.065783388,0.059308834,0.000516928,0.000613293,0.727509106,0.54072433,1.591898557,1.209972026,0.43640516,0.574156038,2740.096007,240.9662156,4989687,0.034803226,1960,0.238500852,5320,0.647359455,855,0.104039912,6258,3.436592183,5.039425651,20707,8218,4.51292978,0.000601388,1.83E-05,0.005891727,1427.408626,240.8540432,2599296.834,10792,2.620954003,Cottbus
89,DEU_Siegen,Germany,DE540,1784.64,2.808657819,0.034537254,1.109576855,0.044974171,0.000532557,0.00025015,0.639463117,0.460091794,1.372265552,1.053817748,0.351773006,0.458073495,4549.162114,171.7498768,8118616,0.000856781,5209,0.267938892,12720,0.654287331,1298,0.066766113,14232,7.97471759,4.862918574,47270,19441,10.89351354,0.000221986,7.73E-06,0.00313095,2335.696203,169.9089745,4168376.871,24533,2.525230184,Siegen
90,DEU_Hildesheim,Germany,DE542,1210.25,2.793175731,0.039201508,1.072130021,0.052121571,0.000410393,0.000414233,0.685516606,0.501072808,1.509153705,1.147406548,0.43477894,0.571853324,3697.822694,154.592211,4475289,0.040625127,2981,0.252135668,7774,0.657531929,926,0.078321915,8842,7.305928527,4.897065043,28949,11823,9.76905598,0.000436774,1.27E-05,0.005872396,1951.480432,155.1556427,2361779.193,15222,2.566776622,Hildesheim
91,DEU_Zwickau,Germany,DE544,949.474,2.778095653,0.03662602,1.075376414,0.052283216,0.000589121,0.0004711,0.709854931,0.590659939,1.58394103,1.357849161,0.469783569,0.548005988,5005.017524,189.1170809,4752134,0.006346243,2605,0.252202537,6677,0.646432375,898,0.086939684,7724,8.135030554,4.865524252,25128,10329,10.87865492,0.000415511,1.46E-05,0.005452085,2639.160619,188.7050523,2505814.39,13279,2.570723207,Zwickau
92,DEU_Wuppertal,Germany,DE546,169.607,2.576306601,0.048031375,1.086626789,0.054042553,0.000782308,0.000742271,0.582487566,0.577717625,1.391512541,1.380866238,0.477746932,0.4814303,11082.47861,135.6865625,1879665,0.018054853,1409,0.230605565,3906,0.639279869,616,0.100818331,4701,27.7170164,4.534533552,13853,6110,36.02445654,0.000737203,2.48E-05,0.002670902,6335.365869,134.6688055,1074522.399,7979,2.623076923,Wuppertal
93,DEU_Jena,Germany,DE547,930.846,2.743374078,0.044174005,1.09755088,0.057954986,0.000602776,0.000700037,0.731102848,0.515291352,1.60085031,1.20475627,0.425226103,0.56502992,3279.980549,184.7375067,3053156,0.005978722,1755,0.255384168,4483,0.652357392,487,0.070867288,5117,5.497149904,4.809953434,16527,6872,7.38253159,0.000761763,2.20E-05,0.00738186,1755.734031,186.1198041,1634318,8781,2.546274738,Jena
94,"DEU_uren, Stadt",Germany,DE548,947.701,2.755465249,0.040263083,1.076614275,0.053428323,0.00059019,0.000485283,0.699771301,0.537520708,1.542013955,1.218799363,0.450065277,0.569418526,4043.599473,159.0290602,3832123,0.040668277,2472,0.248043347,6661,0.668372466,741,0.0743528,7494,7.907557341,4.835841862,24097,9966,10.51597498,0.000444963,1.51E-05,0.006017347,2118.779784,156.177158,2007969.72,12857,2.573650411,"uren, Stadt"
95,"DEU_Bocholt, Stadt",Germany,DE549,1431.08,2.899433925,0.066944072,1.051330677,0.035335395,0.000458143,0.000278665,0.701307293,0.714629013,1.502489563,1.49503313,0.552069947,0.554823379,7141.134623,215.9254355,10219534,0.015890343,4195,0.227605664,12173,0.66046335,1992,0.10807878,14236,9.947731783,5.135803809,47329,18431,12.87908433,0.000232454,8.15E-06,0.006507638,3663.816519,214.1136289,5243214.544,24488,2.650805708,"Bocholt, Stadt"
0,GRC_Athens,Greece,EL001,1924.08,2.580486766,0.044284297,1.056451963,0.034016405,0.000274332,4.53E-05,0.517834563,0.436477546,1.143666474,0.963983519,0.35596959,0.422321002,12312.12647,94.48556878,23689516,0.032376036,12716,0.120837768,62664,0.595484263,28668,0.272426638,92516,48.08323978,4.765109472,250721,105232,54.69211259,4.65E-05,1.43E-06,0.0004507,7549.109904,90.75629595,14525091.38,160045,3.041812376,Athens
1,GRC_Thessaloniki,Greece,EL002,2756.9,2.7458,0.047261257,1.067516925,0.048306894,0.000250907,0.000151539,0.66660146,0.513958231,1.43698122,1.121261693,0.424872048,0.544505496,4052.20696,131.3833867,11171529,0.020946033,4306,0.128537313,21820,0.651343284,7012,0.209313433,29194,10.58943016,5.07641791,85030,33500,12.15132939,0.000157763,4.50E-06,0.000411619,2260.973182,125.9247872,6233276.965,49500,2.959402985,Thessaloniki
2,GRC_Patras,Greece,EL003,618.978,2.848087823,0.044783734,1.145209102,0.02849046,0.000162162,0.000418657,0.61463793,0.457647062,1.314324745,0.998319692,0.389216142,0.512417425,6271.339296,131.4045244,3881821,0.025448039,2779,0.233922559,7107,0.598232323,1926,0.162121212,9101,14.70326894,4.973232323,29541,11880,19.1929277,0.00032437,1.27E-05,0.000677025,3343.106057,129.8349292,2069309.101,15938,2.698232323,Patras
3,GRC_Irakleio,Greece,EL004,784.715,2.779091756,0.046888703,1.157903764,0.048056365,0.000303313,0.000616197,0.699577424,0.509906225,1.47747119,1.113058447,0.421763648,0.559848084,4377.102895,164.532396,3434778,0.040575598,1273,0.154640428,5656,0.68707483,1227,0.149052478,6959,8.868187813,5.07191448,20876,8232,10.49043283,0.000524388,1.83E-05,0.000958038,2332.082276,156.6395569,1830019.943,11683,2.843780369,Irakleio
4,GRC_arisa,Greece,EL005,1776.15,2.939515836,0.045725593,1.063948868,0.050726146,0.000314427,0.000457191,0.72967974,0.483283782,1.566225494,1.115242586,0.411824931,0.578359106,2975.442822,162.0418461,5284832,0.026501205,1451,0.12147342,8054,0.674257011,2328,0.194893261,10494,5.908284773,5.460694851,32614,11945,6.72522028,0.000442683,1.26E-05,0.000245293,1595.69957,160.7145898,2834201.792,17635,2.958308916,arisa
5,GRC_Volos,Greece,EL006,686.294,2.788267412,0.049543699,1.112715389,0.038389488,0.000483453,0.000687117,0.67595813,0.440898,1.436763654,0.976911076,0.370174253,0.544423055,3646.681465,129.2114001,2502695,0.059364407,934,0.124384072,4608,0.613663604,1935,0.257690771,6575,9.580442201,5.158876015,19369,7509,10.94137498,0.000564452,2.01E-05,0.000309773,2018.627597,122.9474625,1385372.008,11268,3.013184179,Volos
6,GRC_Ioannina,Greece,EL007,2710.79,2.738436426,0.038595123,1.246364039,0.052079038,0.000279003,0.000420969,0.759988999,0.57488581,1.597734834,1.252022781,0.451571764,0.57626103,2446.750218,232.5931415,6632626,0.010912938,2549,0.218986254,7874,0.676460481,1161,0.099742268,9091,3.353634918,4.899656357,28516,11640,4.29395121,0.000411248,1.29E-05,0.000841633,1285.793116,225.3662952,3485515.121,15466,2.664003436,Ioannina
7,GRC_Kavala,Greece,EL008,305.874,3.018959054,0.044114129,1.095875366,0.046842561,0.000477853,0.002377676,0.676892677,0.442036984,1.418285563,0.989055585,0.385604333,0.552948758,2663.166627,128.2420386,814593,0.07448473,398,0.172145329,1472,0.636678201,432,0.186851211,1914,6.25747857,5.494809689,6352,2312,7.558667948,0.00188045,6.53E-05,0.000629723,1370.356134,128.1823584,419156.312,3270,2.847318339,Kavala
8,GRC_Kalamata,Greece,EL009,497.783,2.810783793,0.060241628,1.170591679,0.038191285,0.000581058,0.000878537,0.715577511,0.526185702,1.474669685,1.119796811,0.466991542,0.614985025,3600.93146,127.7606889,1792482,0.058086172,1213,0.214614296,3538,0.625973107,866,0.153220099,4439,8.917540374,4.964614296,14030,5652,11.35434517,0.001142974,2.67E-05,0.000142552,1913.456948,123.9570979,952486.34,7684,2.733368719,Kalamata
9,GRC_Chania,Greece,EL010,478.256,2.787695473,0.036291773,1.145834132,0.037800841,0.000401778,0.000935524,0.711218349,0.571233021,1.472873868,1.216466136,0.474265167,0.574231169,4693.989075,173.1663406,2244928,0.050938644,1183,0.224691358,3389,0.64368471,657,0.124786325,4082,8.535177813,4.924596391,12964,5265,11.00874845,0.001189357,2.86E-05,0.00185128,2454.428333,166.3612637,1173845.077,7056,2.684520418,Chania
10,GRC_Xanthi,Greece,EL011,723.496,2.842026736,0.038395399,1.085086715,0.069202242,0.000350997,0.001343613,0.742211132,0.590152234,1.561840943,1.265948002,0.527941323,0.651338264,2421.452459,174.6148877,1751911,0.019158407,558,0.144372574,2466,0.638033635,811,0.209831824,3307,4.570861484,5.191720569,10033,3865,5.342116612,0.001143567,3.90E-05,0.000697698,1286.777381,165.0670723,930978.288,5640,2.931435964,Xanthi
11,GRC_Katerini,Greece,EL012,532.706,2.97688051,0.043452032,1.07547439,0.049846808,0.00044944,0.001043773,0.661236662,0.498999202,1.331735008,1.041647518,0.419189799,0.535929592,4139.233121,148.6947413,2204994,0.023099705,586,0.109923091,3589,0.673232039,1127,0.21140499,4745,8.907352273,5.563308948,14829,5331,10.0073962,0.000732563,2.83E-05,0.000269742,2185.886919,146.1022681,1164435.077,7970,2.998499343,Katerini
12,GRC_Serres,Greece,EL013,767.19,2.872753737,0.052267927,1.090454977,0.048308419,0.000198463,0.000812141,0.698560581,0.525572419,1.45892301,1.138521987,0.458174953,0.58711381,2739.712412,128.1868613,2101879,0.01003833,1215,0.191188041,4050,0.63729347,1047,0.164752164,5140,6.699774502,5.160346184,16397,6355,8.283476062,0.000674038,2.37E-05,0.000975788,1447.732,125.600533,1110685.513,8843,2.786624705,Serres
13,GRC_Trikala,Greece,EL014,629.335,3.00423624,0.040640866,1.069255772,0.046464462,0.000541195,0.000642428,0.711437635,0.55205458,1.402452196,1.143847406,0.445953212,0.546775784,6082.580289,160.2537224,3827980,0.016533241,1206,0.139842301,5767,0.668715213,1609,0.186572356,7418,11.78704506,5.539656772,23887,8624,13.70335354,0.000412216,1.74E-05,0.000627957,3170.320244,159.0049005,1995193.491,12548,2.915004638,Trikala
0,ITA_Rome,Italy,IT001,6165.84,2.477434189,0.04254264,1.108937027,0.057179937,0.000288964,4.55E-05,0.704726976,0.576016833,1.522933775,1.277701963,0.433937321,0.517223752,5563.355481,163.7238195,34302759,0.004460217,21257,0.221584039,63012,0.656840262,9980,0.104032023,74675,12.111083,4.368010674,209516,95932,15.55862624,4.72E-05,1.57E-06,0.00259646,3170.216506,153.3619004,19547047.74,127457,2.655485135,Rome
1,ITA_Milan,Italy,IT002,3844.24,2.384413855,0.063160379,1.061804907,0.092432488,0.000277735,3.29E-05,0.722469747,0.691239287,1.531968292,1.413289512,0.444702824,0.482046049,8325.952611,113.7499469,32006960,0.046148929,21962,0.167903915,93726,0.716554155,12678,0.096925864,108839,28.31222816,4.30241359,281380,130801,34.02519094,3.71E-05,1.15E-06,0.002477077,4933.749214,105.3964684,18966516.08,179954,2.751095175,Milan
2,ITA_Naples,Italy,IT003,1504.93,2.528334346,0.041908194,1.097955204,0.053717927,0.000308183,0.000102027,0.68690397,0.616951567,1.52264733,1.359883758,0.490474388,0.549178938,9579.23744,146.0566331,14416081,0.034628674,9383,0.213313024,30201,0.68658922,3917,0.089049037,34604,22.99376051,4.487780481,98702,43987,29.22860199,0.000124963,3.43E-06,0.0014792,5481.462429,141.1449611,8249217.254,58445,2.659717644,Naples
3,ITA_urin,Italy,IT004,1701.33,2.440088563,0.049624669,1.083774574,0.071143609,0.000535935,0.000108214,0.72062945,0.667767924,1.530454433,1.398700591,0.446086165,0.488106285,7078.711861,136.2201657,12043224,0.037818756,7094,0.175494149,26742,0.661554066,5838,0.14442273,33329,19.58996785,4.374242387,88410,40423,23.75964686,0.000127707,3.72E-06,0.00157222,4155.90058,125.2490316,7070558.334,56452,2.795487717,urin
4,ITA_Palermo,Italy,IT005,1493.02,2.668935866,0.057074946,1.124592136,0.042456696,0.000256393,0.000222707,0.734622643,0.561631946,1.496746742,1.130061188,0.440578363,0.583538516,4610.692275,134.0418993,6883855,0.02226225,4006,0.186533805,13707,0.638247346,3549,0.165254237,17470,11.70111586,4.782641088,51356,21476,14.38426813,0.000210961,7.00E-06,0.00101254,2572.952319,128.3741903,3841469.271,29924,2.789811883,Palermo
5,ITA_Genoa,Italy,IT006,1195.09,2.45923283,0.045762496,1.357576601,0.03486444,0.000173567,0.000283143,0.785102843,0.691916289,1.682466365,1.474874339,0.52056593,0.593836807,5169.061044,209.4562494,6177493,0.011085763,4887,0.338575585,8575,0.594083414,687,0.047595954,9547,7.988519693,4.086601081,29493,14434,12.07775147,0.000335455,1.04E-05,0.00139016,2812.579443,197.7226804,3361285.567,17000,2.357766385,Genoa
6,ITA_Florence,Italy,IT007,1735.69,2.303655521,0.04676362,1.172923566,0.079979101,0.000333072,0.000217029,0.743240597,0.708101417,1.578454594,1.489569642,0.497230562,0.526901088,4311.203316,188.244635,7482912,0.029932672,3646,0.190491118,13385,0.699320794,1649,0.08615465,15494,8.926709263,4.153709509,39751,19140,11.02731479,0.000280962,7.87E-06,0.003119418,2470.164588,166.7421139,4287439.974,25713,2.689602926,Florence
7,ITA_Bari,Italy,IT008,1137.18,2.534007029,0.056607544,1.070796748,0.067537012,0.000495577,0.000209492,0.693240571,0.69484317,1.49792286,1.452402396,0.536327722,0.553137035,6582.574587,143.8426627,7485572,0.05157755,3043,0.136518618,15421,0.691834904,3588,0.160969044,19247,16.92520094,4.669358457,52040,22290,19.60111856,0.000222973,6.77E-06,0.001152959,3764.724716,133.1582113,4281169.652,32151,2.889143114,Bari
8,ITA_Bologna,Italy,IT009,1852.82,2.423379266,0.048124452,1.125698493,0.08342939,0.00043475,0.000226412,0.756974981,0.720673807,1.643894155,1.574019786,0.544573473,0.568748345,4690.969641,210.7751084,8691522,0.115890904,3895,0.204076286,13437,0.704023892,1486,0.077858116,15191,8.198853639,4.321073038,41236,19086,10.30105461,0.000280177,7.89E-06,0.0055534,2604.177611,189.7543008,4825072.362,25428,2.664937651,Bologna
