,city,state,geoid,area_km,avg_neighbor_degree_avg,avg_weighted_neighbor_degree_avg,circuity_avg,cluster_coeff_avg,cluster_coeff_weighted_avg,degree_centrality_avg,D_len,D_number,H_len,H_number,EH_number,EH_len,edge_density_km,edge_length_avg,edge_length_total,entropy,dead_end_count,dead_end_proportion,intersect_3way_count,intersect_3way_proportion,intersect_4way_count,intersect_4way_proportion,intersection_count,intersect_density_km,k_avg,edge_count,node_count,node_density_km,pagerank_max,pagerank_min,self_loop_proportion,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_node_avg,city1
13,DEU_Halle an der Saale,Germany,DE018,1576.74,2.721666323,0.037515178,1.070303231,0.062671068,0.000720247,0.000333942,0.705281898,0.534181685,1.575285722,1.223745121,0.431928334,0.556006743,3742.901487,167.1741683,5901582,0.04723566,3308,0.22749467,9738,0.669692593,1296,0.089127295,11233,7.124192955,4.855512001,35302,14541,9.222192625,0.00034569,1.04E-05,0.007591638,2052.251518,168.701687,3235867.059,19181,2.629530294,Halle an der Saale
14,DEU_Magdeburg,Germany,DE019,4169.67,2.779262551,0.032307189,1.064721857,0.057420595,0.000652213,0.000289722,0.721755826,0.504712661,1.585959594,1.174099635,0.39875156,0.538628786,2178.733894,217.2414118,9084601,0.035344311,3965,0.233358837,11446,0.673650756,1340,0.078865282,13026,3.123988229,4.922370667,41818,16991,4.07490281,0.000268416,8.86E-06,0.006815247,1158.672139,217.6840794,4831280.458,22194,2.601906892,Magdeburg
15,DEU_Wiesbaden,Germany,DE020,1021.13,2.693440362,0.040219462,1.093122263,0.058209202,0.000803995,0.000399244,0.677438914,0.511113353,1.501147722,1.197169964,0.453635452,0.568819671,4305.902429,150.8520996,4396886,0.007976772,2441,0.202002648,8308,0.687520689,1161,0.096077458,9643,9.443459697,4.824064879,29147,12084,11.83394866,0.000499385,1.25E-05,0.004528768,2332.112656,146.5741488,2381390.196,16247,2.684707051,Wiesbaden
16,DEU_Gottingen,Germany,DE021,2393.91,2.747254275,0.038261758,1.084031241,0.061705821,0.000516969,0.000285419,0.72111799,0.536369153,1.585030803,1.257791381,0.419861078,0.52909628,3106.626122,182.4937019,7436983,0.035506083,4157,0.245990887,11267,0.666725842,1163,0.06882064,12742,5.322672949,4.823007279,40752,16899,7.059162625,0.000331905,8.91E-06,0.004883196,1618.873275,178.4435455,3875436.922,21718,2.564530446,Gottingen
17,DEU_armstadt,Germany,DE025,784.288,2.783838384,0.044333317,1.067882808,0.059808754,0.000630258,0.000402264,0.645453603,0.499399549,1.4608162,1.159384698,0.401119578,0.50540772,5192.061574,132.2144092,4072071,0.038538899,2509,0.202747475,8162,0.659555556,1527,0.123393939,9866,12.57956261,4.977616162,30799,12375,15.77864254,0.000422612,1.22E-05,0.004188448,2801.530547,130.7861185,2197206.79,16800,2.710060606,armstadt
18,DEU_Trier,Germany,DE026,1220.64,2.720651625,0.039524333,1.113451455,0.067490116,0.000349367,0.00043075,0.73517701,0.54359377,1.61345433,1.277873728,0.460895522,0.58193064,3919.196005,176.6786354,4783927,0.004590167,2512,0.224025684,7713,0.687862303,793,0.070721484,8701,7.128227815,4.829572817,27077,11213,9.186164635,0.000384373,1.34E-05,0.006647708,2056.148339,170.8869686,2509816.908,14687,2.610541336,Trier
19,DEU_Freiburg im Breisgau,Germany,DE027,2224.97,2.73669168,0.044388051,1.104175089,0.063281101,0.000279992,0.00021073,0.732216905,0.578056624,1.607126756,1.329262096,0.469171197,0.56724523,4051.001021,166.6794094,9013355,0.017044561,5551,0.245023174,14949,0.659854337,1797,0.079320238,17104,7.68729466,4.773868903,54076,22655,10.18215976,0.000208563,6.63E-06,0.002995784,2123.408,161.4281989,4724519.097,29267,2.579916133,Freiburg im Breisgau
20,DEU_Regensburg,Germany,DE028,2538.41,2.77089115,0.038181115,1.078935586,0.047708618,0.000527613,0.000212842,0.72398041,0.492796806,1.580888986,1.137338447,0.367946563,0.511442017,4046.803555,187.3166778,10272446,0.025308373,6116,0.269415444,14890,0.655918241,1518,0.066869301,16585,6.533617501,4.83150522,54840,22701,8.942999752,0.000196819,6.63E-06,0.00809628,2125.496513,187.5024015,5395381.603,28775,2.52314876,Regensburg
21,DEU_Frankfurt,Germany,DE029,147.709,2.612238724,0.035134861,1.084527695,0.059057572,0.001299506,0.00256652,0.540705636,0.480622678,1.271597436,1.106356416,0.445230575,0.511728453,4488.415371,156.3999401,662979,0.062742919,406,0.223322332,1165,0.640814081,212,0.116611661,1412,9.559336263,4.663366337,4239,1818,12.30798394,0.002013753,8.29E-05,0.013682472,2540.775538,153.8095959,375295.414,2440,2.662266227,Frankfurt
22,DEU_Weimar,Germany,DE030,889.489,2.798678609,0.041955968,1.07222767,0.060745287,0.000901138,0.000819694,0.717203581,0.503356112,1.584491456,1.169168099,0.404504402,0.548196422,2791.776966,166.7173482,2483254,0.019060295,1458,0.241831149,4002,0.663791674,486,0.080610383,4571,5.138905596,4.94111793,14895,6029,6.77804897,0.000772902,2.50E-05,0.006512252,1465.069225,166.5809741,1303162.96,7823,2.58782551,Weimar
23,DEU_Schwerin,Germany,DE031,4900.33,2.734195522,0.027747726,1.064314994,0.055407014,0.000583332,0.000400036,0.770874343,0.535226566,1.679148428,1.251843911,0.417875763,0.560513515,2032.711263,343.3983516,9960955,0.004575729,3158,0.26222702,7794,0.647180935,890,0.073901852,8885,1.813143196,4.81723823,29007,12043,2.457589591,0.000451175,1.25E-05,0.010273382,1065.016819,339.7079913,5218933.87,15363,2.534418334,Schwerin
24,DEU_rfurt,Germany,DE032,2860.2,2.771147775,0.042505207,1.073527659,0.052189632,0.000433037,0.000247661,0.726585248,0.526271336,1.630219895,1.21397675,0.405235395,0.54418077,2757.068306,165.136573,7885766,0.022839307,4812,0.245035136,12922,0.658009981,1643,0.083664324,14826,5.183553598,4.863326204,47753,19638,6.86595343,0.000265804,7.66E-06,0.00594727,1489.730345,167.2263239,4260926.732,25480,2.585497505,rfurt
25,DEU_Augsburg,Germany,DE033,2000.74,2.789447747,0.040055542,1.071623704,0.055460676,0.000535562,0.000199007,0.676584971,0.50363701,1.484383799,1.141880773,0.403033811,0.523922352,4666.424116,149.4023361,9336301,0.044885808,5512,0.219943338,17299,0.690275727,1910,0.076214038,19549,9.770884773,4.987111448,62491,25061,12.52586543,0.000178691,6.00E-06,0.008305196,2453.578821,148.2939096,4908973.29,33103,2.627349268,Augsburg
26,DEU_Bonn,Germany,DE034,1302.34,2.771315445,0.040546856,1.086624328,0.048402639,0.000382075,0.000181145,0.647128397,0.507450854,1.459774726,1.175284651,0.380222746,0.472259682,7331.531129,144.8071076,9548146,0.002736603,6371,0.236120377,17941,0.664924765,2372,0.087910459,20611,15.82612835,4.887480543,65937,26982,20.71809205,0.000152102,5.57E-06,0.008765943,3913.150693,143.9253488,5096252.674,35409,2.611148173,Bonn
27,DEU_Karlsruhe,Germany,DE035,1264.35,2.734775714,0.046339216,1.069524296,0.059220662,0.000250799,0.000221848,0.648003909,0.509640252,1.50865437,1.227770062,0.386327648,0.474710137,5596.160215,130.9623923,7075505,0.010970916,4489,0.203398278,14895,0.674898052,2327,0.105437245,17581,13.90516866,4.895967377,54027,22070,17.4556096,0.000237704,6.81E-06,0.008144076,3028.71849,128.3900028,3829360.223,29826,2.686859991,Karlsruhe
28,DEU_Monchengladbach,Germany,DE036,172.244,2.671924866,0.042042664,1.060443679,0.069163281,0.001069704,0.000842414,0.655716103,0.589681855,1.487909326,1.369172346,0.493824538,0.536649851,10183.61978,129.9694283,1754067,0.004156544,1178,0.208090443,3557,0.628334217,750,0.132485427,4483,26.02703142,4.76806218,13496,5661,32.8661666,0.000708397,2.67E-05,0.008965619,5764.391898,129.2983355,992881.918,7679,2.70287935,Monchengladbach
29,DEU_Mainz,Germany,DE037,706.84,2.699551399,0.045761275,1.076187672,0.056949513,0.000518358,0.000365768,0.663547057,0.526176353,1.518007675,1.209316278,0.436168649,0.547505536,5319.050161,118.8580367,3759717,0.031145597,2846,0.216392944,8839,0.672065085,1262,0.095954988,10306,14.58038594,4.810218978,31632,13152,18.60675683,0.000352954,1.14E-05,0.00853566,2969.475679,119.4618207,2098944.189,17570,2.656326034,Mainz
30,DEU_Ruhr,Germany,DE038,4468.49,2.713023406,0.043146695,1.067478301,0.056277316,0.000523488,4.17E-05,0.68386543,0.597723877,1.565386391,1.377407401,0.433412231,0.49256132,9046.177439,146.1035212,40422753,0.024569547,25967,0.225409943,74303,0.644996918,12904,0.112014861,89232,19.96916184,4.803375029,276672,115199,25.78029715,3.27E-05,1.31E-06,0.006176989,4973.687728,144.8393488,22224873.87,153445,2.653694911,Ruhr
31,DEU_Kiel,Germany,DE039,3370.8,2.720309066,0.03275995,1.080634002,0.051012432,0.000546052,0.000220736,0.765223277,0.626547877,1.674668102,1.438508001,0.480185767,0.559017946,3506.29358,237.4726622,11819014,0.005759111,5954,0.280372952,13476,0.634582784,1470,0.069222076,15282,4.533641865,4.687323413,49770,21236,6.299988133,0.000232052,7.08E-06,0.009925658,1843.5945,232.827108,6214388.339,26691,2.497080429,Kiel
32,DEU_Saarbrucken,Germany,DE040,1549.38,2.676784584,0.039799399,1.069558838,0.044550363,0.000434165,0.00017271,0.637285475,0.496704849,1.442046268,1.160005016,0.401334193,0.498913769,6009.242327,149.5054255,9310599,0.004512575,7124,0.265276485,17972,0.669223608,1454,0.054142618,19731,12.73477133,4.637944517,62276,26855,17.33273955,0.000193889,5.60E-06,0.003018819,3265.484806,149.4498981,5059476.849,33854,2.518674362,Saarbrucken
33,DEU_Koblenz,Germany,DE042,928.536,2.668328343,0.041586673,1.093130519,0.059871598,0.000661233,0.000382819,0.724019468,0.55111032,1.700335368,1.330682908,0.491380443,0.627881775,4861.69253,154.4655786,4514256,0.001887648,2781,0.225054625,8501,0.68795015,862,0.069758032,9576,10.31300887,4.730112487,29225,12357,13.30804621,0.000343892,1.22E-05,0.005132592,2676.701669,153.971866,2485413.861,16142,2.608076394,Koblenz
34,DEU_Rostock,Germany,DE043,3598.12,2.642826989,0.040818303,1.077252949,0.059301241,0.000566924,0.000332264,0.765889859,0.561228154,1.674052801,1.324951226,0.442279585,0.558812553,2403.101002,254.8227566,8646645,0.009865477,3363,0.235306465,9442,0.660649314,947,0.066260845,10929,3.037419541,4.748390708,33932,14292,3.972074305,0.000398355,1.05E-05,0.020747377,1291.796144,249.3849953,4648037.542,18638,2.565421215,Rostock
35,DEU_Kaiserslautern,Germany,DE044,1362.49,2.726283605,0.038447499,1.101919685,0.059643877,0.000530854,0.000384955,0.714859129,0.539088081,1.572575034,1.240765121,0.447511422,0.567186551,3655.208122,168.9974045,4980184,0.0165337,3128,0.252788104,8181,0.661144335,924,0.074672701,9246,6.786104852,4.76305156,29469,12374,9.081901519,0.000360916,1.22E-05,0.004038142,1952.511326,167.4077879,2660277.157,15891,2.565621464,Kaiserslautern
36,DEU_Iserlohn,Germany,DE045,1066.66,2.729622568,0.095841336,1.117313528,0.046751247,0.000711185,0.000343167,0.653883195,0.506707364,1.42676811,1.213605914,0.448147495,0.526861765,5485.397573,183.4071273,5851054,0.011170139,3853,0.282560868,8242,0.604429451,929,0.068128483,9783,9.171619823,4.679084776,31902,13636,12.7838299,0.000252691,1.10E-05,0.005799009,2836.483071,179.739977,3025563.033,16833,2.462819009,Iserlohn
37,DEU_Wilhelmshaven,Germany,DE048,731.554,2.763928492,0.036061609,1.081411107,0.040248723,0.000596319,0.000648999,0.660185455,0.524867606,1.473618275,1.197447729,0.453740704,0.558388125,4825.842631,193.1799989,3530364,0.009386253,1906,0.253964024,4872,0.649167222,663,0.088341106,5599,7.653570345,4.870086609,18275,7505,10.25898293,0.000548981,2.00E-05,0.018878249,2544.755064,189.613541,1861625.746,9818,2.576415723,Wilhelmshaven
38,DEU_Tubingen,Germany,DE050,522.233,2.794620494,0.042741842,1.0843546,0.051494418,0.000694886,0.000595759,0.573651496,0.38575284,1.274224414,0.918547826,0.331296098,0.459579311,5093.925079,128.6869087,2660215,0.020053282,1886,0.226383387,5696,0.683711439,692,0.083063258,6445,12.34123466,4.962669547,20672,8331,15.95264949,0.000527457,1.80E-05,0.004595588,2680.496497,127.8045948,1399843.727,10953,2.627655744,Tubingen
39,DEU_Villingen-Schwenningen,Germany,DE051,1031.37,2.72600211,0.036546034,1.100502339,0.05657399,0.00060683,0.000542552,0.731285176,0.544689953,1.58408424,1.248062554,0.450143414,0.571337619,3912.026944,190.0045787,4034747,0.012494064,2131,0.240845389,5899,0.66670434,718,0.081148282,6717,6.512696704,4.799954792,21235,8848,8.578880518,0.000520975,1.70E-05,0.003861549,2039.072178,183.2074111,2103037.872,11479,2.59369349,Villingen-Schwenningen
40,DEU_Flensburg,Germany,DE052,2044.89,2.82118302,0.025938391,1.073517529,0.043160547,0.00063677,0.000376906,0.739792316,0.646760378,1.553910386,1.397249258,0.503951144,0.560454702,4484.70937,289.5717506,9170737,0.038436763,3521,0.271598272,8391,0.647253934,923,0.071197161,9443,4.617852305,4.885837704,31670,12964,6.339705314,0.000268893,1.16E-05,0.006315125,2304.422698,287.4399738,4712290.93,16394,2.520749769,Flensburg
41,DEU_Marburg,Germany,DE053,1267.12,2.822420635,0.037375023,1.087513437,0.051986607,0.000624628,0.000370357,0.671991543,0.466258231,1.436385596,1.061721951,0.382935248,0.518066594,4138.652271,156.7904166,5244169,0.001467779,3172,0.236011905,9219,0.6859375,929,0.069122024,10268,8.10341562,4.977232143,33447,13440,10.60673022,0.000318814,1.12E-05,0.002930009,2128.862135,154.7721492,2697523.788,17429,2.590699405,Marburg
42,DEU_Constance,Germany,DE054,821.193,2.764498194,0.042993347,1.089033054,0.054656909,0.000445366,0.00047038,0.708959985,0.520498634,1.573267695,1.225413658,0.432517255,0.555294468,5086.532687,160.4326716,4177025,0.004969787,2237,0.212602167,7095,0.674301464,859,0.081638472,8285,10.0889803,4.948869036,26036,10522,12.81306587,0.000434719,1.43E-05,0.004109694,2691.095325,159.7216423,2209908.643,13836,2.629157955,Constance
43,DEU_Neumunster,Germany,DE055,71.567,2.691707617,0.037970875,1.068389748,0.048116298,0.001441422,0.003047468,0.63691027,0.607640973,1.448480826,1.418012041,0.537317634,0.548862963,8611.978063,152.7089777,616333,0.037736805,314,0.192874693,1095,0.672604423,144,0.088452088,1314,18.36041751,4.958230958,4036,1628,22.74791454,0.001960132,9.29E-05,0.024281467,4602.17325,149.6427683,329363.733,2201,2.666461916,Neumunster
44,DEU_Brandenburg an der Havel,Germany,DE056,229.419,2.702180872,0.032665883,1.081442404,0.049539816,0.00151223,0.00286529,0.599239962,0.564145905,1.319734325,1.232495559,0.560932902,0.600636976,3086.540888,178.1859899,708111,0.028871063,399,0.239495798,1066,0.639855942,151,0.090636255,1267,5.522646337,4.770708283,3974,1666,7.261822255,0.002027027,9.05E-05,0.007549069,1656.509117,176.4320636,380034.665,2154,2.583433373,Brandenburg an der Havel
45,DEU_Giessen,Germany,DE057,858.778,2.810449371,0.046523592,1.066695327,0.050242603,0.000391197,0.000471908,0.6496693,0.494253673,1.445918,1.106940667,0.390701487,0.510345613,4342.167926,143.0583245,3728958,0.005526062,2406,0.228903054,6939,0.660165541,1005,0.095614119,8105,9.437829101,4.959756446,26066,10511,12.23948448,0.000530755,1.43E-05,0.003337681,2324.237822,144.6379933,1996004.308,13800,2.626105984,Giessen
46,DEU_Luneburg,Germany,DE058,1328.88,2.749792439,0.033604071,1.069897667,0.053970147,0.001037705,0.000634989,0.703716718,0.499715968,1.521176688,1.162231186,0.419186292,0.548648516,2909.747295,213.7954764,3866704,0.025038732,2048,0.271330154,4994,0.66163222,436,0.057763646,5500,4.138823671,4.792262851,18086,7548,5.679971103,0.000588726,1.99E-05,0.009675992,1498.492011,209.062054,1991316.064,9525,2.509009009,Luneburg
47,DEU_Bayreuth,Germany,DE059,2000.06,2.786435297,0.03619302,1.095769109,0.054113119,0.000400629,0.000314237,0.755199138,0.554910781,1.613878377,1.243748566,0.438988673,0.569628256,3723.935358,201.7524217,7448094,0.002194555,4289,0.279796464,10029,0.654250114,870,0.05675517,11040,5.519834405,4.816622089,36917,15329,7.664270072,0.000269295,9.81E-06,0.00601349,1936.261364,202.3428028,3872638.903,19139,2.491160545,Bayreuth
48,DEU_Celle,Germany,DE060,1552.88,2.839027048,0.034024958,1.051134409,0.041389375,0.000599204,0.000580145,0.665433952,0.437928517,1.402719534,1.007978567,0.381946446,0.531522949,2731.610087,199.3637577,4241862,0.042049985,2204,0.257326328,5681,0.663280794,625,0.072971395,6361,4.096259853,4.968359603,21277,8565,5.515558189,0.000523449,1.75E-05,0.007331861,1382.544562,195.1928175,2146925.8,10999,2.555750146,Celle
49,DEU_Aschaffenburg,Germany,DE061,1481.31,2.777173416,0.040807159,1.089034474,0.046876428,0.000379717,0.000303021,0.653562551,0.476274604,1.474329601,1.125698051,0.397322021,0.520373661,3833.906453,145.51987,5679203,0.004611424,3971,0.24741433,10805,0.673208723,1131,0.07046729,12079,8.154268857,4.86317757,39027,16050,10.83500415,0.000295684,9.37E-06,0.006226459,2022.206277,144.5990722,2995514.38,20716,2.570778816,Aschaffenburg
50,DEU_Bamberg,Germany,DE062,1223.63,2.773930757,0.037911111,1.075164158,0.055322744,0.000793307,0.000556628,0.762024998,0.572089832,1.67764335,1.324175814,0.467375963,0.592134494,3273.997091,182.6878134,4006161,0.01045506,2030,0.228680861,6098,0.686943787,581,0.065450039,6847,5.595645743,4.940633097,21929,8877,7.254643969,0.000494621,1.70E-05,0.00665785,1740.116497,184.9438677,2129258.749,11513,2.591078067,Bamberg
51,DEU_Plauen,Germany,DE063,1412.42,2.781745492,0.032819121,1.083487599,0.055035447,0.000689562,0.000475373,0.707736143,0.547548014,1.480016091,1.190157843,0.43948884,0.546524614,3868.524627,216.8332693,5463981,0.007306424,2548,0.247450714,6764,0.656890356,861,0.083616587,7749,5.486328429,4.894435272,25199,10297,7.290324408,0.000428082,1.46E-05,0.005754197,2008.308134,212.8282243,2836574.574,13328,2.583859377,Plauen
52,DEU_Neubrandenburg,Germany,DE064,5837.26,2.729599359,0.032930328,1.066707574,0.067740385,0.000671119,0.000389128,0.787065674,0.577695675,1.683908823,1.325118004,0.477935293,0.607341727,1707.357491,328.9095934,9966289,0.004653499,3073,0.246233974,8339,0.668189103,856,0.068589744,9407,1.611543772,4.855929487,30301,12480,2.137989399,0.0003508,1.21E-05,0.009306624,883.4312736,320.5580926,5156818.036,16087,2.562820513,Neubrandenburg
53,DEU_Fulda,Germany,DE065,1385.16,2.810410835,0.03475436,1.081635853,0.052989949,0.000511343,0.000396014,0.719321286,0.518348375,1.572700495,1.183111907,0.42671742,0.567231801,4069.416838,182.119913,5636793,0.001325295,3029,0.242261857,8556,0.684315764,842,0.067343837,9474,6.839643074,4.950971767,30951,12503,9.026394063,0.00034732,1.20E-05,0.003424768,2114.025703,181.3615659,2928263.843,16146,2.580180757,Fulda
54,DEU_Kempten (Allgau),Germany,DE066,1595.34,2.72003242,0.035768117,1.115351163,0.053677752,0.000446065,0.000500906,0.740947459,0.614038785,1.607334996,1.385270626,0.488939751,0.56731873,2989.442207,208.2882793,4769176,0.013096811,2478,0.259150805,6361,0.665237398,568,0.059401799,7084,4.44043276,4.789165447,22897,9562,5.993706671,0.000420912,1.57E-05,0.011748264,1570.659481,205.7423349,2505735.897,12179,2.526772642,Kempten (Allgau)
55,DEU_Landshut,Germany,DE067,1414.12,2.799565535,0.035192193,1.079789538,0.041903524,0.000658944,0.000397382,0.727872133,0.556483774,1.486394148,1.190885609,0.420330369,0.524631917,4476.274311,210.1171423,6329989,0.006700978,3326,0.270099074,8252,0.670131558,690,0.056033783,8988,6.355896246,4.892967354,30126,12314,8.707889005,0.000333016,1.22E-05,0.007966541,2290.133062,208.6273894,3238522.966,15523,2.513805425,Landshut
56,DEU_Rosenheim,Germany,DE069,1477.7,2.806788725,0.032611077,1.08817387,0.052718901,0.000865375,0.00036343,0.70461592,0.555012688,1.437993695,1.185651047,0.427633221,0.518646593,4538.843008,197.1849331,6707048,0.014937972,3312,0.242069873,9406,0.687472592,877,0.064098816,10370,7.017662584,4.972080105,34014,13682,9.258983556,0.000323753,1.10E-05,0.006556124,2339.061954,195.5880403,3456431.849,17672,2.575135214,Rosenheim
57,DEU_Stralsund,Germany,DE071,3161.92,2.724669248,0.031068145,1.072391689,0.053633137,0.0004734,0.000424596,0.757692114,0.561705039,1.651887986,1.262968269,0.445772385,0.583043981,2367.406252,273.1055192,7485549,0.016578204,2906,0.255742322,7611,0.669805509,694,0.06107542,8457,2.674640725,4.824254158,27409,11363,3.59370256,0.000406976,1.32E-05,0.012295231,1230.588324,267.1487698,3891021.832,14565,2.538326146,Stralsund
58,DEU_Friedrichshafen,Germany,DE072,667.695,2.754054587,0.042189637,1.088980434,0.04766516,0.000983762,0.000515115,0.736283845,0.559373674,1.51651206,1.221073622,0.462693102,0.574641575,5825.390834,174.8520716,3889584,0.002952147,2445,0.26307295,6292,0.676995911,496,0.053367764,6849,10.25767753,4.786959329,22245,9294,13.91952913,0.000541568,1.62E-05,0.00710272,2975.726257,168.9665399,1986877.543,11759,2.521949645,Friedrichshafen
59,DEU_Offenburg,Germany,DE073,1870.28,2.76972094,0.040792717,1.119029809,0.056873628,0.000389424,0.000250912,0.699913499,0.513563493,1.509319093,1.190112675,0.404189961,0.512599889,4379.766126,175.6790913,8191388,0.006000722,4836,0.250842886,12793,0.663571762,1457,0.075574459,14443,7.722373121,4.837076612,46627,19279,10.30808221,0.000258217,7.80E-06,0.004739743,2271.794385,171.1675302,4248891.603,24823,2.567612428,Offenburg
60,DEU_Gorlitz,Germany,DE074,2109.56,2.819702543,0.056011454,1.07181383,0.059891409,0.000780635,0.000440367,0.687662624,0.538842398,1.481229881,1.210310647,0.427186555,0.522809157,3157.569031,232.028749,6661081,0.005703385,2596,0.227340398,7772,0.680620019,906,0.079341448,8823,4.182388745,5.028111043,28708,11419,5.412977114,0.00037982,1.32E-05,0.006444197,1622.13044,228.5740092,3421981.491,14971,2.614064279,Gorlitz
61,DEU_Schweinfurt,Germany,DE077,2019.28,2.821327295,0.042213623,1.080404722,0.053463044,0.000511427,0.000334693,0.720688906,0.487199359,1.585024751,1.13908242,0.402046116,0.559444192,3200.03323,173.8201237,6461763,0.010509039,3532,0.236967461,10146,0.680711171,1126,0.075545119,11373,5.632205539,4.988258973,37175,14905,7.381343845,0.000338972,1.01E-05,0.006267653,1687.356142,175.4502838,3407244.511,19420,2.598389802,Schweinfurt
62,DEU_Greifswald,Germany,DE078,3447.89,2.762161201,0.030221864,1.07013204,0.058027686,0.000896617,0.000471661,0.770782753,0.583581227,1.667593337,1.325935361,0.478230093,0.60145716,2044.779278,281.4890212,7050174,0.008883072,2651,0.257228799,6792,0.659033573,673,0.065301766,7655,2.22019844,4.860469629,25046,10306,2.989074477,0.000438039,1.46E-05,0.005789348,1043.015815,274.8760832,3596203.797,13083,2.535319232,Greifswald
63,DEU_Wetzlar,Germany,DE079,1070.08,2.810577954,0.043027652,1.087646138,0.051237939,0.000464575,0.000372713,0.604287791,0.403701805,1.348963071,0.961091105,0.332514702,0.466709193,4392.889791,141.1422762,4700743,0.007383616,2967,0.221931334,9005,0.673573192,1176,0.087964694,10402,9.720768541,4.982422021,33305,13369,12.49345843,0.00032731,1.13E-05,0.002732322,2341.466306,142.2237762,2505556.265,17617,2.634303239,Wetzlar
64,DEU_Passau,Germany,DE081,1599.48,2.797112936,0.030132503,1.100098189,0.05047483,0.000739543,0.000356444,0.727516256,0.626016582,1.473048242,1.306461579,0.47120641,0.531289848,5465.135073,250.0822294,8741374,0.003914173,3314,0.236629775,9802,0.699892895,754,0.053837915,10691,6.684047315,4.991645841,34954,14005,8.75597069,0.00028073,1.07E-05,0.007724438,2789.727597,246.6891584,4462113.497,18088,2.573509461,Passau
65,DEU_essau,Germany,DE082,246.276,2.766547032,0.036472899,1.06802208,0.062299985,0.001292677,0.002299942,0.625031649,0.536515774,1.34038604,1.190565346,0.496504313,0.558984396,3650.215835,157.4086071,898960,0.067995741,366,0.164199192,1529,0.685957829,296,0.132794975,1863,7.564683526,5.124270974,5711,2229,9.05082103,0.001968581,6.77E-05,0.014708457,1967.909191,154.150383,484648.804,3144,2.796769852,essau
66,DEU_Braunschweig-Salzgitter Wolfsburg,Germany,DE083,4133.69,2.728177796,0.039650802,1.070231594,0.052853567,0.000422983,0.000128721,0.701543626,0.4966997,1.550057786,1.166395238,0.383112709,0.509130025,3682.623442,170.0988189,15222823,0.058371002,9498,0.254706356,24221,0.649530705,2956,0.079270582,27792,6.723290813,4.799892733,89494,37290,9.020995769,0.000129406,4.03E-06,0.009028538,1972.198432,169.6202263,8152456.935,48063,2.560337892,Braunschweig-Salzgitter Wolfsburg
67,DEU_Mannheim-Ludwigshafen,Germany,DE084,2054.42,2.687049899,0.045258123,1.076403019,0.063526989,0.000339359,0.000138114,0.673737845,0.55375056,1.582232533,1.31058266,0.437483239,0.528162195,5308.375007,127.9598224,10905631,0.019486433,6694,0.190543964,24046,0.68446671,3850,0.109589821,28437,13.84186291,4.851954115,85227,35131,17.10020346,0.000156999,4.29E-06,0.009234163,2966.507337,126.6800807,6094452.003,48109,2.722609661,Mannheim-Ludwigshafen
68,DEU_Muenster,Germany,DE504,1424.1,2.824178391,0.041713565,1.064571068,0.0359509,0.000479215,0.000275176,0.726511839,0.651214459,1.552620557,1.413759728,0.509906037,0.559989495,6225.530929,202.452014,8865778,0.017996186,4619,0.258898044,11346,0.6359509,1677,0.093996973,13222,9.284460361,4.909141864,43792,17841,12.52791237,0.000217611,8.43E-06,0.00520643,3231.160188,200.5445728,4601495.224,22945,2.569362704,Muenster
69,DEU_Chemnitz,Germany,DE505,221.1,2.721761953,0.043220801,1.073114755,0.049040455,0.001024912,0.000945131,0.623201152,0.568647557,1.430672226,1.302111986,0.480830077,0.528303436,8208.990041,154.5871474,1815007,0.014538757,1305,0.261785356,2988,0.599398195,594,0.119157472,3680,16.64405246,4.710531595,11741,4985,22.54635911,0.000856177,3.03E-05,0.005962013,4589.750814,157.6256454,1014793.905,6438,2.584553661,Chemnitz
70,DEU_Aachen,Germany,DE507,713.104,2.724363945,0.045737929,1.071730431,0.048504891,0.000773753,0.00036286,0.689083806,0.5769397,1.564419298,1.325428953,0.467818266,0.552171372,6405.219849,145.5109237,4567587,0.013229846,3208,0.243880189,8601,0.653869545,1089,0.082788505,9946,13.9474747,4.772692717,31390,13154,18.44611726,0.000333695,1.14E-05,0.005160879,3431.127038,144.0620828,2446750.415,16984,2.581648168,Aachen
71,DEU_Krefeld,Germany,DE508,137.809,2.721871345,0.042070282,1.059068976,0.057738791,0.001810847,0.001145071,0.589821194,0.53435231,1.361532981,1.224586794,0.452202398,0.50277243,10724.57286,141.2812027,1477942,0.077782005,790,0.184795322,2732,0.639064327,698,0.163274854,3485,25.28862411,4.894035088,10461,4275,31.021196,0.000953787,3.53E-05,0.004397285,6020.067985,139.7607057,829619.549,5936,2.787836257,Krefeld
72,DEU_Lubeck,Germany,DE510,1599.95,2.709798343,0.032381819,1.082753772,0.050732156,0.000432367,0.000399189,0.758170327,0.605805011,1.679202225,1.38500474,0.470379841,0.570296154,3930.573181,220.6181568,6288720,0.007361042,3087,0.258304744,7979,0.667642875,731,0.06116643,8864,5.54017313,4.770312108,28505,11951,7.469608425,0.000403889,1.26E-05,0.0138923,2092.200353,218.9141295,3347415.954,15291,2.534599615,Lubeck
